row_type,scenario,seed,matcher,calibration_mode,calibration_seed,evaluation_seed_disjoint,records,true_pairs,candidate_pairs,candidate_recall,precision,recall,f1,threshold,false_positive_count,co_resident_false_positive_count,co_resident_false_positive_share,co_resident_nonmatch_count,median_true_match_score,median_co_resident_nonmatch_score,median_random_nonmatch_score,random_nonmatch_sample_count,oracle_f1,oracle_threshold,score_label_sha256,source_run_path,source_run_manifest_sha256,n_seeds,precision_mean,precision_sd,precision_ci95_low,precision_ci95_high,recall_mean,recall_sd,recall_ci95_low,recall_ci95_high,f1_mean,f1_sd,f1_ci95_low,f1_ci95_high,threshold_mean,threshold_sd,threshold_ci95_low,threshold_ci95_high,candidate_recall_mean,candidate_recall_sd,candidate_recall_ci95_low,candidate_recall_ci95_high,false_positive_count_mean,false_positive_count_sd,false_positive_count_ci95_low,false_positive_count_ci95_high,co_resident_false_positive_count_mean,co_resident_false_positive_count_sd,co_resident_false_positive_count_ci95_low,co_resident_false_positive_count_ci95_high,co_resident_false_positive_share_mean,co_resident_false_positive_share_sd,co_resident_false_positive_share_ci95_low,co_resident_false_positive_share_ci95_high,median_true_match_score_mean,median_true_match_score_sd,median_true_match_score_ci95_low,median_true_match_score_ci95_high,median_co_resident_nonmatch_score_mean,median_co_resident_nonmatch_score_sd,median_co_resident_nonmatch_score_ci95_low,median_co_resident_nonmatch_score_ci95_high,median_random_nonmatch_score_mean,median_random_nonmatch_score_sd,median_random_nonmatch_score_ci95_low,median_random_nonmatch_score_ci95_high,oracle_f1_mean,oracle_f1_sd,oracle_f1_ci95_low,oracle_f1_ci95_high,precision_mean_difference,precision_difference_sd,precision_difference_ci95_low,precision_difference_ci95_high,recall_mean_difference,recall_difference_sd,recall_difference_ci95_low,recall_difference_ci95_high,f1_mean_difference,f1_difference_sd,f1_difference_ci95_low,f1_difference_ci95_high,paired_t_statistic,paired_t_p_value,wilcoxon_statistic,wilcoxon_p_value,sign_positive_count,sign_nonzero_count,exact_sign_p_value,false_positive_count_mean_difference,false_positive_count_difference_sd,false_positive_count_difference_ci95_low,false_positive_count_difference_ci95_high,co_resident_false_positive_count_mean_difference,co_resident_false_positive_count_difference_sd,co_resident_false_positive_count_difference_ci95_low,co_resident_false_positive_count_difference_ci95_high,co_resident_false_positive_share_mean_difference,co_resident_false_positive_share_difference_sd,co_resident_false_positive_share_difference_ci95_low,co_resident_false_positive_share_difference_ci95_high,median_true_match_score_mean_difference,median_true_match_score_difference_sd,median_true_match_score_difference_ci95_low,median_true_match_score_difference_ci95_high,median_co_resident_nonmatch_score_mean_difference,median_co_resident_nonmatch_score_difference_sd,median_co_resident_nonmatch_score_difference_ci95_low,median_co_resident_nonmatch_score_difference_ci95_high,median_random_nonmatch_score_mean_difference,median_random_nonmatch_score_difference_sd,median_random_nonmatch_score_difference_ci95_low,median_random_nonmatch_score_difference_ci95_high,oracle_f1_mean_difference,oracle_f1_difference_sd,oracle_f1_difference_ci95_low,oracle_f1_difference_ci95_high
per_seed,adoption_blended_family,20260720,splink,clean_frozen,20260719,True,16342.0,8165.0,46535.0,1.0,0.7362784471218207,0.7409675443968157,0.7386155536564522,0.9986013472769922,2167.0,2167.0,1.0,2167.0,0.9999999999998234,0.9999995246025223,0.001158135937865692,2167.0,0.8815114709851553,0.3880054100290566,b0d5778f270c896cc83a53dfe8a22acbb20898fbddb44b226b6953d927506909,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260720_seed20260720,0d2af24979dd01af38c80581beca7504d4ff508ee6547c64560320270494c635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260720,splink,scenario_specific,20260719,True,16342.0,8165.0,46535.0,1.0,0.7909549689440993,0.998162890385793,0.8825599653473388,8.29844182591372e-12,2154.0,2140.0,0.9935004642525533,2167.0,0.9999999999995546,0.999999484843649,1.815081574297989e-14,2167.0,0.8825599653473388,8.29844182591372e-12,a7bebdd78de061460e026f22deaa763cd0f8ae72a36e5b741e509e60ff39a1bd,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260720_seed20260720,0d2af24979dd01af38c80581beca7504d4ff508ee6547c64560320270494c635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260721,splink,clean_frozen,20260719,True,16336.0,8164.0,45997.0,1.0,0.734854922908826,0.7414257716805488,0.738125724041217,0.9986013472769922,2184.0,2183.0,0.9995421245421245,2183.0,0.9999999999998234,0.9999995246025223,0.001158135937865692,2183.0,0.8811656772800862,0.3880054100290566,a7dc0b53decbd6c041987b8095910d0bf7ca210d4f4815a301a262e4f46b0041,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260721_seed20260721,d876917e68a5d2f1f9afa56dab8193901c16bca5310b17ba18ad13f3ad52aef1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260721,splink,scenario_specific,20260719,True,16336.0,8164.0,45997.0,1.0,0.7893157843801413,0.9990200881920627,0.8818727361193708,8.29844182591372e-12,2177.0,2162.0,0.9931097841065687,2183.0,0.9999999999995546,0.999999484843649,1.815081574297989e-14,2183.0,0.8818727361193708,8.29844182591372e-12,1076c69da4da848f2f4e615c9c405b5da10eab4cd91b1d8493f179f3e61c40ea,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260721_seed20260721,d876917e68a5d2f1f9afa56dab8193901c16bca5310b17ba18ad13f3ad52aef1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260722,splink,clean_frozen,20260719,True,16372.0,8183.0,46732.0,1.0,0.7351869839728024,0.7399486740804107,0.7375601437359156,0.9986013472769922,2181.0,2179.0,0.9990829894543787,2179.0,0.9999999999998234,0.9999995246025223,0.001158135937865692,2179.0,0.8813139472267096,0.3880054100290566,6c8f0af712031e05174ac607f9f90c4c5679f57c711dcbb2d4e03cf75d517008,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260722_seed20260722,1b8f6de260d16856d387ec1a4ed49d0031ce7a6c88a55f274ef5d2ba74deb3ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260722,splink,scenario_specific,20260719,True,16372.0,8183.0,46732.0,1.0,0.7879459980713597,0.9985335451545888,0.8808278984530803,8.29844182591372e-12,2199.0,2168.0,0.9859026830377444,2179.0,0.9999999999995546,0.999999484843649,1.815081574297989e-14,2179.0,0.8808278984530803,8.29844182591372e-12,b74dfeaf36d135369b6e9d8c624751518b014fc88d13c170423fb89dd79c69c8,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260722_seed20260722,1b8f6de260d16856d387ec1a4ed49d0031ce7a6c88a55f274ef5d2ba74deb3ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260723,splink,clean_frozen,20260719,True,16348.0,8169.0,45818.0,1.0,0.7370983446932814,0.7413392092055331,0.7392126945376869,0.9986013472769922,2160.0,2160.0,1.0,2160.0,0.9999999999998234,0.9999995246025223,0.001158135937865692,2160.0,0.8815150534153448,0.3880054100290566,8986f098bdeb2d7dd746175197fa302b7384b8b220b2bbc4b77e94268fc75a33,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260723_seed20260723,1cd90a2783a8b3e35523d4093eac25d3fd0bff4bf6547b180b3d3e3aa30179f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260723,splink,scenario_specific,20260719,True,16348.0,8169.0,45818.0,1.0,0.7898712113876247,0.9985310319500551,0.8820285467128028,8.29844182591372e-12,2170.0,2142.0,0.9870967741935484,2160.0,0.9999999999995546,0.999999484843649,1.815081574297989e-14,2160.0,0.8820285467128028,8.29844182591372e-12,2dff4beb8ed2c52576dfc8b4114eec15bd4781e65a8f0375da543ee5ef1846e1,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260723_seed20260723,1cd90a2783a8b3e35523d4093eac25d3fd0bff4bf6547b180b3d3e3aa30179f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260724,splink,clean_frozen,20260719,True,16322.0,8155.0,45886.0,1.0,0.7383245945616388,0.7424892703862661,0.7404010760577159,0.9986013472769922,2146.0,2145.0,0.9995340167753961,2145.0,0.9999999999998234,0.9999995246025223,0.001158135937865692,2145.0,0.8824325055456366,0.3880054100290566,b027b2e3a43a47d637fa248365fc519ebd6983c39719b4a31d9c938ed4185b5a,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260724_seed20260724,6f6137c0f7099e0157e2283d4c1116e36e40eed6e5e8e356c52f48068096ae96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260724,splink,scenario_specific,20260719,True,16322.0,8155.0,45886.0,1.0,0.7895706116119027,0.9988963825873697,0.8819835426591598,8.29844182591372e-12,2171.0,2129.0,0.9806540764624597,2145.0,0.9999999999995546,0.999999484843649,1.815081574297989e-14,2145.0,0.8819835426591598,8.29844182591372e-12,aa2600b5da7659814b19fd221bda0e5ffe834e2bcb9b3b7a32b68ee331d5a1e9,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260724_seed20260724,6f6137c0f7099e0157e2283d4c1116e36e40eed6e5e8e356c52f48068096ae96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
