threshold,predicted,precision,recall,f1
inf,0,1.0,0.0,0.0
1.0000000000000002,19624,1.0,0.8719840035547656,0.9316148021552849
0.9777777777777779,19625,1.0,0.8720284381248612,0.9316401614051746
0.9687500000000001,19626,1.0,0.8720728726949567,0.9316655194512354
0.9666666666666668,19631,1.0,0.8722950455454344,0.9317922916271122
0.9642857142857144,19633,1.0,0.8723839146856254,0.9318429920736627
0.9600000000000002,19639,1.0,0.8726505221061986,0.9319950645406226
0.9583333333333335,19642,1.0,0.8727838258164852,0.9320710845374522
0.9500000000000002,19664,1.0,0.873761386358587,0.9326282340107663
0.9444444444444446,19665,1.0,0.8738058209286825,0.9326535451742946
0.9428571428571431,19667,1.0,0.8738946900688735,0.9327041639002182
0.9375000000000001,19675,1.0,0.8742501666296378,0.9329065908013277
0.9333333333333333,19692,1.0,0.8750055543212619,0.9333364931156243
0.9300000000000002,19726,1.0,0.8765163297045101,0.9341952594065971
0.9285714285714286,19731,1.0,0.8767385025549878,0.9343214319537835
0.9200000000000002,19751,1.0,0.8776271939568985,0.934825823551685
0.9166666666666667,19766,1.0,0.8782937125083314,0.935203804026401
0.9000000000000001,19818,1.0,0.8806043101532993,0.9365120619993856
0.8750000000000001,19829,1.0,0.8810930904243501,0.9367883970331176
0.8700000000000001,19831,0.9999495738994504,0.8811375249944456,0.9367913832199546
0.8666666666666667,19836,0.9999495866102037,0.8813596978449233,0.9369169363028743
0.8333333333333334,19837,0.9999495891515854,0.8814041324150189,0.9369420433612017
0.8285714285714286,19838,0.9999495916927109,0.8814485669851144,0.9369671492336394
0.8,19854,0.9991941170544978,0.8814930015552099,0.9366604499634079
0.7500000000000001,19858,0.9991942793836237,0.8816707398355921,0.9367608526308335
0.730344827586207,19859,0.999143964952918,0.8816707398355921,0.9367387404399962
0.7300000000000001,19860,0.9990936555891239,0.8816707398355921,0.9367166292930486
0.7222222222222223,19861,0.9990937012235034,0.8817151744056876,0.9367417268564415
0.7214285714285715,19862,0.9990937468532877,0.8817596089757832,0.9367668232350651
0.7166666666666667,19863,0.9990937924784775,0.8818040435458787,0.936791918429003
0.7142857142857143,19864,0.9990938380990737,0.8818484781159742,0.9368170124383393
0.7120000000000001,19867,0.9990939749333065,0.8819817818262609,0.9368922873595771
0.7115384615384616,19868,0.9990940205355345,0.8820262163963564,0.9369173766313454
0.710344827586207,19869,0.9990940661331723,0.8820706509664519,0.9369424647189314
0.7100000000000001,19871,0.9990941573146797,0.882159520106643,0.9369926373418916
0.71,19873,0.9990942484778342,0.882248389246834,0.9370428052291283
0.7093750000000001,19875,0.9990943396226415,0.8823372583870251,0.937092968381312
0.7055555555555556,19876,0.9990943851881666,0.8823816929571207,0.9371180481819684
0.7035714285714286,19877,0.999094430749107,0.8824261275272162,0.9371431267991128
0.7000000000000001,19904,0.9990454180064309,0.8835814263497,0.9377726425994481
0.6980000000000001,19907,0.9990455618626614,0.8837147300599867,0.9378477789304913
0.6954545454545454,19908,0.9990456098051035,0.8837591646300822,0.937872822012119
0.6950000000000001,19910,0.99904570567554,0.8838480337702733,0.9379229046327952
0.6928571428571428,19911,0.9990457536035358,0.8838924683403688,0.9379479441720106
0.6913793103448276,19913,0.9990458494450861,0.8839813374805598,0.9379980197086143
0.6909090909090909,19914,0.9990458973586421,0.8840257720506554,0.9380230557061693
0.6900000000000001,19915,0.9990459452673864,0.884070206620751,0.938048090523338
0.6891304347826087,19916,0.9990459931713196,0.8841146411908465,0.9380731241602037
0.6887096774193548,19920,0.9990461847389558,0.8842923794712286,0.9381732469063051
0.6875,19923,0.9990463283642022,0.8844256831815153,0.9382483265767888
0.6863636363636364,19927,0.99904651979726,0.8846034214618974,0.9383484162895929
0.686,19931,0.9990467111534795,0.8847811597422794,0.9384484871335659
0.6852941176470588,19933,0.9990468068027893,0.8848700288824706,0.9384985154814083
0.6846153846153846,19936,0.9990469502407705,0.8850033325927572,0.9385735491623666
0.6833333333333333,19939,0.9990470936355885,0.8851366363030437,0.9386485722363583
0.6824324324324325,19942,0.999047236987263,0.8852699400133304,0.9387235847056329
0.6821428571428572,19946,0.9990474280557505,0.8854476782937125,0.9388235848389908
0.6815789473684211,19948,0.9990475235612593,0.8855365474339035,0.9388735778390218
0.6810344827586207,19953,0.999047762241267,0.8857587202843813,0.9389985397333837
0.68,19967,0.9990484299093504,0.8863808042657187,0.939348276511584
0.6790322580645162,19971,0.9990486204997246,0.8865585425461009,0.939448158960354
0.6785714285714286,19980,0.999049049049049,0.8869584536769607,0.9396728257031894
0.678125,19988,0.9990494296577946,0.887313930237725,0.9398724495799309
0.6772727272727274,19989,0.9989994496973336,0.887313930237725,0.93985033181155
0.6772727272727272,20004,0.999000199960008,0.8879804487891579,0.9402244230633513
0.6764705882352942,20005,0.9990002499375156,0.8880248833592534,0.9402493530933896
0.6760869565217391,20018,0.9990008991907283,0.8886025327704954,0.9405733367824473
0.6757142857142857,20023,0.9990011486790191,0.8888247056209732,0.9406978931527464
0.675,20046,0.9990022947221391,0.8898467007331704,0.9412704754294845
0.6743243243243243,20052,0.9990025932575304,0.8901133081537436,0.9414197429330075
0.674,20062,0.9990030904196989,0.890557653854699,0.9416684285949208
0.6736842105263159,20063,0.9989532971140906,0.890557653854699,0.9416463070851344
0.6730769230769231,20076,0.9989539748953975,0.8911353032659409,0.9419694229820812
0.6727272727272728,20077,0.9989042187577826,0.8911353032659409,0.9419473016767648
0.6722222222222223,20091,0.9989049823303967,0.8917573872472784,0.9422950511785144
0.6719512195121952,20093,0.9989050913253372,0.8918462563874695,0.9423447110192966
0.6714285714285715,20114,0.9988565178482649,0.8927349477893801,0.9428189305239447
0.6706896551724139,20128,0.9988573131955485,0.8933570317707176,0.9431660919944643
0.67,20151,0.9986601161232693,0.8942012886025328,0.9435483870967741
0.6693548387096775,20172,0.9986615110053539,0.895134414574539,0.9440682334747054
0.6687500000000001,20187,0.9986625055728935,0.895800933125972,0.944439239201724
0.6681818181818182,20198,0.9986632339835627,0.8962897133970229,0.9447111444160833
0.6676470588235295,20212,0.9986641599050069,0.8969117973783604,0.9450570030666947
0.6671428571428571,20223,0.9986648865153538,0.8974005776494113,0.945328590151657
0.6666666666666667,20235,0.9986656782802076,0.8979337924905576,0.945624707533926
0.6662162162162162,20237,0.9986658101497258,0.8980226616307487,0.9456740442655936
0.6657894736842106,20246,0.9986664032401462,0.8984225727616085,0.9458960024326917
0.6653846153846154,20250,0.9986666666666667,0.8986003110419907,0.9459946205122208
0.665,20276,0.9986683764056027,0.8997556098644746,0.9466351885182674
0.6646341463414634,20277,0.9986684420772304,0.8998000444345701,0.9466598102005517
0.6642857142857143,20312,0.9986707365104371,0.9013552543879138,0.9475208445243711
0.6636363636363637,20354,0.9986734794143657,0.9032215063319262,0.9485522294033926
0.6630434782608696,20394,0.998676081200353,0.9049988891357477,0.9495326231380685
0.6625,20438,0.998630002935708,0.9069095756498556,0.9505623733786648
0.662,20472,0.9986322782336851,0.9084203510331037,0.9513926053470461
0.6615789473684212,20473,0.9985835002198017,0.9084203510331037,0.9513704686118478
0.6615384615384616,20474,0.9985347269707923,0.9084203510331037,0.9513483329067683
0.6615384615384615,20526,0.9985384390529085,0.9107309486780716,0.9526155562269062
0.6611111111111111,20600,0.9985436893203884,0.9140191068651411,0.9544136411089201
0.6607142857142857,20654,0.9985474968529099,0.9164185736502999,0.955721865659538
0.6603448275862069,20710,0.9985514244326412,0.9189069095756499,0.9570750896679394
0.66,20752,0.9985543562066307,0.9207731615196623,0.9580877083477819
0.6596774193548387,20788,0.9985568597267654,0.9223728060431016,0.9589541034347355
0.659375,20835,0.9985601151907847,0.9244612308375917,0.9600830641439778
