threshold,predicted,precision,recall,f1
inf,0,1.0,0.0,0.0
1.0000000000000002,53504,1.0,0.562229414484469,0.7197782979524848
0.9904761904761905,53505,1.0,0.5622399226598294,0.7197869091740713
0.9882352941176471,53507,1.0,0.5622609390105502,0.7198041312697163
0.9866666666666668,53536,1.0,0.5625656760960027,0.7200537995965031
0.9852941176470589,53538,1.0,0.5625866924467235,0.720071014512246
0.9846153846153847,53620,1.0,0.5634483628262789,0.7207764275728572
0.9833333333333334,53633,1.0,0.5635849691059645,0.7208881899500662
0.9818181818181819,53906,1.0,0.566453700979362,0.7232306969879922
0.9807692307692308,53927,1.0,0.566674372661931,0.7234105345057716
0.9800000000000002,53931,1.0,0.5667164053633728,0.7234447835272814
0.9777777777777779,54072,1.0,0.5681980580891934,0.7246508885255569
0.9772727272727273,54087,1.0,0.5683556807195999,0.7247790634568613
0.9750000000000001,54127,1.0,0.568776007734017,0.7251207373518832
0.9722222222222223,54171,1.0,0.569238367449876,0.7254963672280443
0.9714285714285715,54342,1.0,0.5710352654365096,0.7269541021765012
0.9700000000000001,55573,1.0,0.5839708293051994,0.7373504846189057
0.9687500000000001,55646,1.0,0.5847379261065109,0.7379616736290697
0.9684210526315791,55648,1.0,0.5847589424572317,0.7379784102060843
0.9666666666666668,56012,1.0,0.5885839182884284,0.7410170926602107
0.9647058823529413,56022,1.0,0.5886890000420327,0.7411003664360457
0.9642857142857144,56224,1.0,0.5908116514648396,0.7427801410944064
0.9636363636363638,56225,1.0,0.5908221596402001,0.7427884456598565
0.9605263157894738,56231,1.0,0.5908852086923626,0.7428382707487037
0.9600000000000002,56914,1.0,0.5980622924635366,0.7484843304093951
0.9585470085470087,56915,1.0,0.5980728006388971,0.748492559788005
0.9583333333333335,57215,1.0,0.6012252532470261,0.750956496630113
0.9558823529411766,57245,1.0,0.6015404985078391,0.7512023568161985
0.9555555555555557,57265,1.0,0.6017506620150477,0.7513662098419592
0.9546153846153848,57266,1.0,0.6017611701904081,0.7513744013645607
0.9545454545454546,57267,1.0,0.6017716783657686,0.7513825927796839
0.953846153846154,57573,1.0,0.6049871800260602,0.7538841276180623
0.9518181818181819,57580,1.0,0.6050607372535833,0.7539412350075944
0.9505681818181819,57581,1.0,0.6050712454289437,0.7539493927788143
0.9500000000000002,58794,1.0,0.6178176621411459,0.7637667415788721
0.9473684210526316,58798,1.0,0.6178596948425875,0.7637988594588274
0.9472727272727274,58799,1.0,0.6178702030179479,0.7638068886680566
0.9461038961038961,58800,1.0,0.6178807111933083,0.7638149177729859
0.9454545454545455,59204,1.0,0.6221260140389223,0.7670501658374793
0.9450000000000002,59206,1.0,0.6221470303896431,0.7670661397940014
0.9444444444444446,59267,1.0,0.6227880290866294,0.7675531467127714
0.9429487179487182,59268,1.0,0.6227985372619899,0.7675611272275176
0.9428571428571431,59629,1.0,0.6265919885671052,0.7704353556039356
0.9423076923076925,59753,1.0,0.6278950023117986,0.7714195343312871
0.9414285714285715,59756,1.0,0.6279265268378799,0.7714433255873999
0.9411764705882355,59767,1.0,0.6280421167668446,0.7715305523103834
0.9401785714285715,59768,1.0,0.628052624942205,0.771538481398291
0.9401515151515152,59770,1.0,0.6280736412929259,0.7715543392670426
0.9387500000000001,59771,1.0,0.6280841494682863,0.771562268047891
0.9383040935672515,59772,1.0,0.6280946576436468,0.7715701967263903
0.9375000000000001,60477,1.0,0.6355029212727502,0.7771345596597297
0.9366666666666668,60482,1.0,0.6355554621495524,0.777173843208306
0.9361111111111112,60483,1.0,0.6355659703249128,0.7771816996151548
0.9354166666666668,60484,1.0,0.6355764785002732,0.7771895559210527
0.9342857142857144,60485,1.0,0.6355869866756336,0.7771974121260015
0.9342105263157896,60487,1.0,0.6356080030263545,0.7772131242330598
0.9333333333333333,62447,1.0,0.6562040267327981,0.7924193108349037
0.9326797385620915,62448,1.0,0.6562145349081585,0.7924269725655406
0.9322222222222223,62449,1.0,0.656225043083519,0.7924346341989557
0.9318181818181819,62631,1.0,0.6581375309991173,0.7938274343293513
0.9305263157894738,62632,1.0,0.6581480391744777,0.7938350782022359
0.9300000000000002,64035,1.0,0.6728910092051616,0.8044648521661568
0.9297619047619048,64036,1.0,0.6729015173805221,0.8044723618090452
0.9289915966386555,64037,1.0,0.6729120255558825,0.804479871357592
0.9287500000000002,64040,1.0,0.6729435500819637,0.8045023994372
0.9285714285714286,64455,1.0,0.6773044428565423,0.8076106227955318
0.9277777777777778,64456,1.0,0.6773149510319029,0.8076180929708057
0.9271929824561405,64457,1.0,0.6773254592072633,0.8076255630524806
0.9264705882352942,64471,1.0,0.6774725736623093,0.8077301343690294
0.9262237762237764,64472,1.0,0.6774830818376697,0.8077376030469318
0.925,64478,1.0,0.6775461308898323,0.8077824131494218
0.9242857142857144,64479,1.0,0.6775566390651927,0.8077898811723657
0.9241258741258742,64480,1.0,0.6775671472405531,0.8077973491017514
0.923846153846154,64491,1.0,0.6776827371695179,0.8078794901506373
0.9230769230769231,64677,1.0,0.6796372577865579,0.8092667087918619
0.9227272727272728,64678,1.0,0.6796477659619183,0.8092741582312533
0.922596153846154,64680,1.0,0.6796687823126393,0.8092890568304096
0.9221153846153847,64682,1.0,0.6796897986633601,0.8093039550567421
0.9214285714285715,64685,1.0,0.6797213231894413,0.8093263016972267
0.9200854700854701,64686,1.0,0.6797318313648019,0.8093337503909916
0.9200000000000002,65990,1.0,0.6934344920348031,0.8189681919158073
0.9193181818181819,65992,1.0,0.6934555083855239,0.8189828489165777
0.9187500000000002,65993,1.0,0.6934660165608844,0.8189901772805401
0.9181318681318682,65995,1.0,0.6934870329116052,0.8190048337356275
0.9176470588235295,65997,1.0,0.6935080492623261,0.8190194898269432
0.9166666666666667,67161,1.0,0.7057395653818671,0.8274880640689974
0.9158823529411766,67162,1.0,0.7057500735572275,0.8274952872614368
0.9154545454545456,67164,1.0,0.7057710899079483,0.8275097333793308
0.9152777777777779,67165,1.0,0.7057815980833088,0.8275169563047884
0.9144444444444446,67166,1.0,0.7057921062586693,0.8275241791412555
0.9142857142857144,67527,1.0,0.7095855575637846,0.8301258213422992
