threshold,predicted,precision,recall,f1
inf,0,1.0,0.0,0.0
1.0000000000000002,83243,1.0,0.8747320415283091,0.9331808729478104
0.9807692307692308,83244,1.0,0.8747425497036695,0.9331868526075063
0.9772727272727273,83245,1.0,0.8747530578790299,0.9331928322001692
0.9750000000000001,83246,1.0,0.8747635660543903,0.9331988117258002
0.9722222222222223,83250,1.0,0.8748055987558321,0.9332227291580257
0.9714285714285715,83257,1.0,0.8748791559833551,0.9332645820839476
0.9687500000000001,83259,1.0,0.8749001723340759,0.9332765394595988
0.9666666666666668,83284,1.0,0.8751628767180867,0.9334259840401686
0.9642857142857144,83290,1.0,0.8752259257702493,0.9334618445089491
0.9600000000000002,83314,1.0,0.8754781219788996,0.9336052622732214
0.9583333333333335,83332,1.0,0.8756672691353873,0.9337128002868411
0.9555555555555557,83333,1.0,0.8756777773107478,0.9337187739849969
0.953846153846154,83334,1.0,0.8756882854861082,0.9337247476162197
0.9500000000000002,83400,1.0,0.8763818250598966,0.9341188593445486
0.9454545454545455,83401,1.0,0.876392333235257,0.9341248284938257
0.9444444444444446,83404,1.0,0.8764238577613384,0.9341427355405224
0.9428571428571431,83418,1.0,0.8765709722163844,0.9342262938034068
0.9423076923076925,83420,1.0,0.8765919885671052,0.9342382296286341
0.9375000000000001,83446,1.0,0.8768652011264764,0.9343933710318572
0.9333333333333333,83504,1.0,0.8774746752973813,0.9347392929903507
0.9318181818181819,83505,1.0,0.8774851834727418,0.9347452551925628
0.9300000000000002,83652,1.0,0.8790298852507251,0.9356209735146743
0.9285714285714286,83675,1.0,0.879271573284015,0.9357578604219436
0.9200000000000002,83731,1.0,0.8798600311041991,0.9360910031023785
0.9166666666666667,83779,1.0,0.8803644235214997,0.9363763880118249
0.9142857142857144,83780,1.0,0.8803749316968602,0.9363823319027181
0.9000000000000001,84036,1.0,0.8830650245891304,0.9379017857142857
0.8900000000000001,84037,1.0,0.8830755327644908,0.9379077125685683
0.8750000000000001,84084,1.0,0.883569417006431,0.9381862001249666
0.8700000000000001,84094,0.9999286512711966,0.8836114497078728,0.9381784913365094
0.8666666666666667,84112,0.9999286665398516,0.8838005968643605,0.9382851023003638
0.8611111111111112,84114,0.9999286682359655,0.8838216132150813,0.9382969466415287
0.8517857142857144,84115,0.9999286690839921,0.8838321213904418,0.9383028687130115
0.8333333333333334,84129,0.9999286809542488,0.8839792358454878,0.9383857707774425
0.8200000000000002,84131,0.9999286826496773,0.8840002521962087,0.93839761287264
0.8166666666666668,84132,0.9999286834973613,0.8840107603715691,0.9384035338211673
0.8,84175,0.9995010395010395,0.8840843175990921,0.9382565978398453
0.7500000000000001,84197,0.9995011698754113,0.8843154974570215,0.9383868287977878
0.7414285714285715,84198,0.9994892990332311,0.8843154974570215,0.938381596993789
0.7333333333333334,84201,0.9994536881984775,0.8843154974570215,0.938365901931815
0.7310344827586207,84202,0.9994536946865871,0.884326005632382,0.9383718207464068
0.730344827586207,84204,0.9994299558215761,0.884326005632382,0.9383613576557691
0.7300000000000001,84206,0.999406218084222,0.884326005632382,0.9383508947984612
0.7260869565217392,84210,0.9994062462890393,0.8843680383338237,0.9383745693355782
0.7240000000000001,84213,0.9994062674408939,0.884399562859905,0.9383923245455102
0.7222222222222223,84216,0.9994062885912416,0.8844310873859863,0.9384100791615566
0.7214285714285715,84220,0.9994063167893612,0.8844731200874281,0.9384337510591803
0.7206896551724139,84223,0.9994063379361932,0.8845046446135093,0.9384515042896084
0.7181818181818183,84225,0.9994063520332442,0.8845256609642301,0.9384633394466774
0.7176470588235295,84228,0.9994063731775656,0.8845571854903115,0.9384810916874777
0.7166666666666667,84230,0.9994063872729432,0.8845782018410323,0.9384929261848223
0.7157894736842106,84234,0.9994064154616901,0.8846202345424741,0.9385165943878973
0.7142857142857143,84241,0.9994064647855557,0.8846937917699971,0.9385580112037011
0.7136363636363637,84243,0.9994064788765832,0.8847148081207179,0.9385698439860206
0.7125,84249,0.9994065211456515,0.8847778571728805,0.9386053407501129
0.7120000000000001,84256,0.9994065704519559,0.8848514144004035,0.938646750640954
0.7115384615384616,84259,0.9994065915807213,0.8848829389264848,0.9386644967479086
0.7107142857142857,84266,0.9994066408753234,0.8849564961540078,0.9387059020230731
0.710344827586207,84269,0.9994066619990744,0.8849880206800891,0.9387236461520456
0.7100000000000001,84280,0.999406739439962,0.8851036106090538,0.9387887028822363
0.71,84285,0.9994067746336833,0.885156151485856,0.9388182714866062
0.7096774193548387,84286,0.9994067816719265,0.8851666596612164,0.938824185009752
0.7093750000000001,84291,0.9994068168606376,0.8852192005380186,0.9388537516369005
0.7088235294117647,84293,0.9994068309349531,0.8852402168887394,0.9388655778264431
0.7085714285714286,84296,0.9994068520451741,0.8852717414148207,0.9388833166165161
0.7055555555555556,84298,0.9994068661178201,0.8852927577655416,0.9388951421470841
0.7035714285714286,84299,0.9994068731538926,0.885303265940902,0.938901054813527
0.7017241379310345,84302,0.9994068942611088,0.8853347904669833,0.9389187924175053
0.7000000000000001,84403,0.9993602123147282,0.8863540834769451,0.9394710609410415
0.6983870967741935,84410,0.9993602653714015,0.8864276407044681,0.9395124015726108
0.6980000000000001,84417,0.9993603184192758,0.8865011979319911,0.9395537389812953
0.6973684210526316,84421,0.999360348728397,0.8865432306334328,0.9395773589108222
0.696875,84424,0.9993603714583531,0.8865747551595141,0.9395950731674723
0.6961538461538461,84425,0.9993603790346461,0.8865852633348745,0.9396009777881719
0.6954545454545454,84428,0.9993604017624484,0.8866167878609558,0.9396186912557353
0.6950000000000001,84434,0.9993604472132079,0.8866798369131184,0.9396541164155502
0.6928571428571428,84444,0.9993605229501208,0.8867849186667227,0.9397131530889493
0.6913793103448276,84450,0.9993605683836589,0.8868479677188853,0.9397485719375995
0.6909090909090909,84459,0.9993606365218627,0.8869425412971291,0.9398016957739265
0.6900000000000001,84466,0.9993606895082044,0.8870160985246521,0.9398430106329677
0.6891304347826087,84468,0.9993607046455463,0.8870371148753731,0.9398548142869868
0.6887096774193548,84477,0.9993607727547144,0.8871316884536169,0.9399079274775803
0.6875,84486,0.9993608408493715,0.8872262620318608,0.9399610353465071
0.6865853658536586,84487,0.999360848414549,0.8872367702072212,0.939966935892369
0.6863636363636364,84501,0.999360954308233,0.8873838846622673,0.9400495366376311
0.686,84511,0.9993610299250985,0.8874889664158715,0.940108529288994
0.6857142857142857,84514,0.9993610526066687,0.8875204909419528,0.9401262258039382
0.6852941176470588,84516,0.999361067726821,0.8875415072926737,0.9401380231522706
0.6846153846153846,84528,0.9993611584327087,0.8876676053969988,0.9402088017274003
0.6842857142857143,84533,0.999361196219228,0.887720146273801,0.9402382900104064
0.6833333333333333,84559,0.9993613926370937,0.8879933588331722,0.9403916026329407
0.6824324324324325,84566,0.9993614454981907,0.8880669160606952,0.9404328715295165
0.6821428571428572,84586,0.9993615964816873,0.8882770795679038,0.9405507649513214
